ItinID,Origin,Dest,TkCarrier,Pax,Coupons,Avg_Fare
20131374910,JFK,LAX,99,1,3,536.9
20131374917,JFK,LAX,99,1,3,433
20131374920,JFK,LAX,99,1,2,254.9
20131374957,JFK,LAX,99,1,3,155.7
20131374981,JFK,LAX,99,1,2,106.2
20131374983,JFK,LAX,99,1,2,132.8
20131374984,JFK,LAX,99,1,2,143.4
20131374985,JFK,LAX,99,1,2,143.9
20131374986,JFK,LAX,99,1,2,153.1
20131374987,JFK,LAX,99,1,2,155.5
20131374988,JFK,LAX,99,1,2,159.8
20131374990,JFK,LAX,99,1,2,171.9
20131374993,JFK,LAX,99,2,2,208.6
20131374995,JFK,LAX,99,1,2,258.3
20131374996,JFK,LAX,99,1,2,355.4
20131374997,JFK,LAX,99,1,2,417.7
20131374998,JFK,LAX,99,1,2,512.3
20131375001,JFK,LAX,99,1,3,191.7
20131375033,JFK,LAX,99,1,2,148.9
20131375034,JFK,LAX,99,1,2,153.8
20131375035,JFK,LAX,99,1,2,158.3
20131375036,JFK,LAX,99,1,2,162.8
20131375037,JFK,LAX,99,1,2,170.8
20131375038,JFK,LAX,99,1,2,183.7
20131375039,JFK,LAX,99,1,2,184.2
20131375040,JFK,LAX,99,1,2,190.7
20131375041,JFK,LAX,99,1,2,200.6
20131375042,JFK,LAX,99,1,2,205.6
20131375043,JFK,LAX,99,1,2,207.6
20131375044,JFK,LAX,99,1,2,212.6
20131375045,JFK,LAX,99,1,2,234
20131375046,JFK,LAX,99,1,2,235
20131375047,JFK,LAX,99,1,2,251.9
20131375048,JFK,LAX,99,1,2,254.9
20131375049,JFK,LAX,99,1,2,256.9
20131375050,JFK,LAX,99,1,2,258.4
20131375051,JFK,LAX,99,1,2,279.8
20131375052,JFK,LAX,99,1,2,291.8
20131375053,JFK,LAX,99,1,2,293.3
20131375054,JFK,LAX,99,1,2,295.7
20131375055,JFK,LAX,99,1,2,306.2
20131375056,JFK,LAX,99,1,2,371.9
20131375057,JFK,LAX,99,1,2,500.9
20131375058,JFK,LAX,99,1,2,524.3
20131375059,JFK,LAX,99,1,2,531.2
20131375060,JFK,LAX,99,1,2,570.6
20131375061,JFK,LAX,99,1,2,628.8
20131375062,JFK,LAX,99,1,2,817
20131375063,JFK,LAX,99,1,2,970.4
20131375064,JFK,LAX,99,1,2,1139.6
20131375065,JFK,LAX,99,1,2,1205.8
20131375066,JFK,LAX,99,1,2,1737.1
20131375102,JFK,LAX,99,1,2,174.1
20131375152,JFK,LAX,99,1,2,147.5
20131375153,JFK,LAX,99,1,2,156.6
20131375154,JFK,LAX,99,1,2,163.8
20131375155,JFK,LAX,99,1,2,171.5
20131375156,JFK,LAX,99,5,2,184.9
20131375157,JFK,LAX,99,1,2,195
20131375158,JFK,LAX,99,1,2,199.8
20131375159,JFK,LAX,99,1,2,214.2
20131375160,JFK,LAX,99,1,2,216.2
20131375161,JFK,LAX,99,1,2,216.7
20131375162,JFK,LAX,99,1,2,220.5
20131375163,JFK,LAX,99,1,2,244.5
20131375164,JFK,LAX,99,1,2,266.6
20131375165,JFK,LAX,99,1,2,321.9
20131375166,JFK,LAX,99,1,2,327.6
20131375167,JFK,LAX,99,1,2,366.5
20131375168,JFK,LAX,99,1,2,798.4
20131375170,JFK,LAX,99,1,3,221.9
20131376183,JFK,LAX,99,1,3,227.9
20131376184,JFK,LAX,99,1,2,177.7
20131376185,JFK,LAX,99,1,2,231.6
20131376190,JFK,LAX,99,1,3,582
20131376200,JFK,LAX,99,1,4,264.3
20131376201,JFK,LAX,99,1,4,283
20131376205,JFK,LAX,99,1,2,248.5
20131376206,JFK,LAX,99,1,2,349.6
20131376208,JFK,LAX,99,1,2,1335.6
20131376212,JFK,LAX,99,1,4,295.9
20131376213,JFK,LAX,99,1,3,168.7
20131376250,JFK,LAX,99,1,2,1129.7
20131376265,JFK,LAX,99,1,2,141.4
20131376266,JFK,LAX,99,1,3,138
20131376267,JFK,LAX,99,1,3,223.1
20131376268,JFK,LAX,99,1,3,231
20131376269,JFK,LAX,99,1,3,696.5
20131376277,JFK,LAX,99,1,4,330.5
20131376283,JFK,LAX,99,1,3,266.2
20131376306,JFK,LAX,99,1,2,480.9
20131376336,JFK,LAX,99,1,2,72.4
20131376865,JFK,LAX,99,1,2,387
20131380584,JFK,LAX,99,1,2,213.7
20131382660,JFK,LAX,99,1,2,242.6
20131592933,JFK,LAX,99,1,3,196.2
20131594310,JFK,LAX,99,1,3,261.9
20131618066,JFK,LAX,99,1,3,1207.1
20131806177,JFK,LAX,99,2,2,148.2
20131806178,JFK,LAX,99,7,2,158.2
20131806179,JFK,LAX,99,1,2,160.7
20131806180,JFK,LAX,99,1,2,168.7
20131806181,JFK,LAX,99,1,2,172.7
20131806182,JFK,LAX,99,1,2,175.1
20131806183,JFK,LAX,99,3,2,177.6
20131806184,JFK,LAX,99,1,2,184.6
20131806185,JFK,LAX,99,1,2,185.1
20131806186,JFK,LAX,99,1,2,190.6
20131806187,JFK,LAX,99,1,2,192.1
20131806188,JFK,LAX,99,2,2,194.1
20131806189,JFK,LAX,99,1,2,199.1
20131806190,JFK,LAX,99,1,2,200.1
20131806191,JFK,LAX,99,1,2,203.1
20131806192,JFK,LAX,99,1,2,207.6
20131806193,JFK,LAX,99,1,2,212.1
20131806194,JFK,LAX,99,1,2,213.6
20131806195,JFK,LAX,99,1,2,218.6
20131806196,JFK,LAX,99,1,2,230
20131806197,JFK,LAX,99,1,2,230.5
20131806198,JFK,LAX,99,1,2,244.5
20131806199,JFK,LAX,99,1,2,255
20131806200,JFK,LAX,99,1,2,257.5
20131806201,JFK,LAX,99,1,2,270.5
20131806202,JFK,LAX,99,1,2,272
20131806203,JFK,LAX,99,1,2,280.4
20131806204,JFK,LAX,99,1,2,282.4
20131806205,JFK,LAX,99,1,2,298.9
20131806206,JFK,LAX,99,1,2,304.9
20131806207,JFK,LAX,99,1,2,307.4
20131806208,JFK,LAX,99,1,2,324.8
20131806209,JFK,LAX,99,1,2,355.3
20131806210,JFK,LAX,99,1,2,407.7
20131806211,JFK,LAX,99,1,2,431.1
20131806212,JFK,LAX,99,1,2,520
20131806213,JFK,LAX,99,1,2,596.3
20131807884,JFK,LAX,99,1,4,609
20131808497,JFK,LAX,99,1,2,84.2
20131808498,JFK,LAX,99,1,2,104.4
20131809417,JFK,LAX,99,1,5,429.1
20131809528,JFK,LAX,99,1,2,464
20131810693,JFK,LAX,99,1,2,268
20131810697,JFK,LAX,99,1,2,141.4
20131810698,JFK,LAX,99,1,2,158
20131810699,JFK,LAX,99,1,2,167.1
20131810700,JFK,LAX,99,1,2,176.6
20131810701,JFK,LAX,99,1,2,186.3
20131810702,JFK,LAX,99,1,2,181.3
20131810703,JFK,LAX,99,1,2,198.4
20131810704,JFK,LAX,99,1,2,198.9
20131810705,JFK,LAX,99,1,2,201.4
20131810706,JFK,LAX,99,1,2,199.9
20131810707,JFK,LAX,99,1,2,210.9
20131810708,JFK,LAX,99,1,2,230.9
20131810709,JFK,LAX,99,1,2,243.4
20131810710,JFK,LAX,99,1,2,236.1
20131810711,JFK,LAX,99,1,2,260.5
20131810712,JFK,LAX,99,1,2,256.6
20131810713,JFK,LAX,99,1,2,278
20131810714,JFK,LAX,99,1,2,268.9
20131810715,JFK,LAX,99,1,2,284.5
20131810716,JFK,LAX,99,1,2,362.2
20131810717,JFK,LAX,99,1,2,373.2
20131810718,JFK,LAX,99,2,2,463.6
20131810719,JFK,LAX,99,1,2,490.3
20131810720,JFK,LAX,99,1,2,560.2
20131811705,JFK,LAX,99,1,2,149.1
20131811706,JFK,LAX,99,1,2,347.2
20131811707,JFK,LAX,99,1,2,220.5
20131811711,JFK,LAX,99,1,2,128.2
20131811712,JFK,LAX,99,3,2,153.2
20131811713,JFK,LAX,99,8,2,158.2
20131811714,JFK,LAX,99,2,2,163.2
20131811715,JFK,LAX,99,1,2,168.7
20131811716,JFK,LAX,99,1,2,170.7
20131811717,JFK,LAX,99,1,2,172.2
20131811718,JFK,LAX,99,1,2,175.1
20131811719,JFK,LAX,99,2,2,177.6
20131811720,JFK,LAX,99,2,2,185.1
20131811721,JFK,LAX,99,1,2,192.6
20131811722,JFK,LAX,99,1,2,194.1
20131811723,JFK,LAX,99,1,2,202.1
20131811724,JFK,LAX,99,1,2,222.1
20131811725,JFK,LAX,99,1,2,243.5
20131811726,JFK,LAX,99,1,2,245
20131811727,JFK,LAX,99,1,2,289.9
20131811728,JFK,LAX,99,1,2,297.9
20131811729,JFK,LAX,99,1,2,302.4
20131811730,JFK,LAX,99,1,2,302.9
20131811731,JFK,LAX,99,1,2,328.3
20131811732,JFK,LAX,99,1,2,496.5
20131811733,JFK,LAX,99,1,2,524.9
20131811734,JFK,LAX,99,1,2,639.2
20131814157,JFK,LAX,99,1,4,676
20131815758,JFK,LAX,99,1,3,339
20131816539,JFK,LAX,99,1,2,245.2
20131819556,JFK,LAX,99,1,2,163.2
20131819557,JFK,LAX,99,3,2,166.5
20131819558,JFK,LAX,99,2,2,167
20131819559,JFK,LAX,99,1,2,168.5
20131819560,JFK,LAX,99,2,2,169.5
20131819561,JFK,LAX,99,1,2,179.4
20131819562,JFK,LAX,99,1,2,181.4
20131819563,JFK,LAX,99,1,2,183.4
20131819564,JFK,LAX,99,1,2,188.4
20131819565,JFK,LAX,99,1,2,190.4
20131819566,JFK,LAX,99,1,2,204.3
20131819567,JFK,LAX,99,1,2,209.3
20131819568,JFK,LAX,99,1,2,216.7
20131819569,JFK,LAX,99,1,2,217.7
20131819570,JFK,LAX,99,1,2,219.7
20131819571,JFK,LAX,99,1,2,221.2
20131819572,JFK,LAX,99,1,2,228.1
20131819573,JFK,LAX,99,1,2,236.1
20131819574,JFK,LAX,99,1,2,249.4
20131819575,JFK,LAX,99,1,2,250
20131819576,JFK,LAX,99,1,2,262.1
20131819577,JFK,LAX,99,1,2,263.6
20131819578,JFK,LAX,99,1,2,283.3
20131819579,JFK,LAX,99,1,2,283.8
20131819580,JFK,LAX,99,1,2,285.8
20131819581,JFK,LAX,99,1,2,288.3
20131819582,JFK,LAX,99,1,2,305.2
20131819583,JFK,LAX,99,2,2,307.7
20131819584,JFK,LAX,99,1,2,308.7
20131819585,JFK,LAX,99,1,2,355.6
20131819586,JFK,LAX,99,1,2,371.8
20131819587,JFK,LAX,99,1,2,404.3
20131819588,JFK,LAX,99,1,2,405.1
20131819589,JFK,LAX,99,1,2,443.4
20131819590,JFK,LAX,99,1,2,493.1
20131819591,JFK,LAX,99,1,2,503
20131819592,JFK,LAX,99,1,2,548.3
20131819593,JFK,LAX,99,1,2,552.7
20131820795,JFK,LAX,99,1,2,601
20131822500,JFK,LAX,99,1,2,220
20131822501,JFK,LAX,99,1,2,267.9
20131827697,JFK,LAX,99,1,3,198.7
20131827743,JFK,LAX,99,1,2,222.6
20131827753,JFK,LAX,99,1,2,236
20131827769,JFK,LAX,99,1,3,268.7
20131827775,JFK,LAX,99,1,2,149.9
20131827776,JFK,LAX,99,1,2,197.6
20131828054,JFK,LAX,99,1,3,285.8
20131828090,JFK,LAX,99,1,2,100.1
20131828111,JFK,LAX,99,1,3,308.8
20131828179,JFK,LAX,99,1,3,229.4
2.01311E+11,JFK,LAX,99,1,2,100.1
2.01311E+11,JFK,LAX,99,1,3,552.7
2.01311E+11,JFK,LAX,99,1,2,126.8
2.01311E+11,JFK,LAX,99,1,2,216.5
2.01311E+11,JFK,LAX,99,1,2,131.8
2.01311E+11,JFK,LAX,99,1,2,132.8
2.01311E+11,JFK,LAX,99,2,2,155.6
2.01311E+11,JFK,LAX,99,1,2,169.4
2.01311E+11,JFK,LAX,99,1,2,178
2.01311E+11,JFK,LAX,99,1,2,183.7
2.01311E+11,JFK,LAX,99,1,2,188.5
2.01311E+11,JFK,LAX,99,1,2,195.2
2.01311E+11,JFK,LAX,99,1,2,199.9
2.01311E+11,JFK,LAX,99,2,2,202.3
2.01311E+11,JFK,LAX,99,1,2,214.2
2.01311E+11,JFK,LAX,99,1,2,221.3
2.01311E+11,JFK,LAX,99,1,2,221.8
2.01311E+11,JFK,LAX,99,1,2,224.2
2.01311E+11,JFK,LAX,99,1,2,225.1
2.01311E+11,JFK,LAX,99,1,2,228.9
2.01311E+11,JFK,LAX,99,1,2,232.3
2.01311E+11,JFK,LAX,99,1,2,243.2
2.01311E+11,JFK,LAX,99,1,2,250.8
2.01311E+11,JFK,LAX,99,1,2,269.4
2.01311E+11,JFK,LAX,99,1,2,286.1
2.01311E+11,JFK,LAX,99,1,2,290.8
2.01311E+11,JFK,LAX,99,1,2,300.8
2.01311E+11,JFK,LAX,99,1,2,326.5
2.01311E+11,JFK,LAX,99,1,2,339.8
2.01311E+11,JFK,LAX,99,1,2,1124.2
2.01311E+11,JFK,LAX,99,1,2,902.8
2.01311E+11,JFK,LAX,99,1,2,244.5
2.01311E+11,JFK,LAX,99,1,4,479.3
2.01311E+11,JFK,LAX,99,1,2,158.3
2.01311E+11,JFK,LAX,99,1,2,182.2
2.01311E+11,JFK,LAX,99,1,2,252.4
2.01311E+11,JFK,LAX,99,1,2,261.4
2.01311E+11,JFK,LAX,99,1,2,298.2
2.01311E+11,JFK,LAX,99,1,2,378.8
2.01311E+11,JFK,LAX,99,1,2,138.6
2.01311E+11,JFK,LAX,99,1,2,263.3
2.01311E+11,JFK,LAX,99,1,2,299.6
2.01311E+11,JFK,LAX,99,1,2,1082.1
2.01311E+11,JFK,LAX,99,1,2,142.7
2.01311E+11,JFK,LAX,99,1,2,152.1
2.01311E+11,JFK,LAX,99,1,2,167
2.01311E+11,JFK,LAX,99,2,2,169.5
2.01311E+11,JFK,LAX,99,1,2,170
2.01311E+11,JFK,LAX,99,1,2,188.4
2.01311E+11,JFK,LAX,99,1,2,191.4
2.01311E+11,JFK,LAX,99,1,2,221.7
2.01311E+11,JFK,LAX,99,1,2,231.6
2.01311E+11,JFK,LAX,99,1,2,238.1
2.01311E+11,JFK,LAX,99,1,2,290.8
2.01311E+11,JFK,LAX,99,1,2,382.2
2.01311E+11,JFK,LAX,99,1,2,398.6
2.01311E+11,JFK,LAX,99,1,2,475.2
2.01311E+11,JFK,LAX,99,1,2,879.8
2.01311E+11,JFK,LAX,99,1,2,1161.1
2.01311E+11,JFK,LAX,99,1,2,727.1
2.01311E+11,JFK,LAX,99,1,2,594.8
2.01311E+11,JFK,LAX,99,1,2,356
2.01311E+11,JFK,LAX,99,1,2,144.9
2.01311E+11,JFK,LAX,99,1,2,158.8
2.01311E+11,JFK,LAX,99,1,2,265.6
2.01311E+11,JFK,LAX,99,1,2,291.3
2.01311E+11,JFK,LAX,99,1,5,1085
2.01311E+11,JFK,LAX,99,1,2,564
2.01311E+11,JFK,LAX,99,1,2,147.5
2.01311E+11,JFK,LAX,99,1,2,731.8
2.01311E+11,JFK,LAX,99,1,2,902.1
2.01311E+11,JFK,LAX,99,1,3,356.8
2.01311E+11,JFK,LAX,99,1,3,718
2.01311E+11,JFK,LAX,99,1,3,372
2.01311E+11,JFK,LAX,99,1,3,985.1
2.01311E+11,JFK,LAX,99,1,3,251.1
2.01311E+11,JFK,LAX,99,1,3,371
2.01311E+11,JFK,LAX,99,1,3,333.1
2.01311E+11,JFK,LAX,99,1,3,225.7
2.01311E+11,JFK,LAX,99,1,3,177.2
2.01311E+11,JFK,LAX,99,1,2,469.5
2.01311E+11,JFK,LAX,99,1,3,196.3
2.01311E+11,JFK,LAX,99,1,2,133.8
2.01311E+11,JFK,LAX,99,1,2,200.9
2.01311E+11,JFK,LAX,99,1,2,277.7
2.01311E+11,JFK,LAX,99,1,2,508.5
2.01311E+11,JFK,LAX,99,1,2,1041.1
2.01311E+11,JFK,LAX,99,1,2,443
2.01311E+11,JFK,LAX,99,1,3,154.3
2.01311E+11,JFK,LAX,99,1,3,194.7
2.01311E+11,JFK,LAX,99,1,3,318
2.01311E+11,JFK,LAX,99,1,3,825.2
2.01311E+11,JFK,LAX,99,1,2,169.8
2.01311E+11,JFK,LAX,99,1,2,266.9
2.01311E+11,JFK,LAX,99,1,2,326.1
2.01311E+11,JFK,LAX,99,1,3,143.9
2.01311E+11,JFK,LAX,99,1,2,364.6
2.01311E+11,JFK,LAX,99,1,3,170.3
2.01311E+11,JFK,LAX,99,1,3,175.1
2.01311E+11,JFK,LAX,99,1,3,224.6
2.01311E+11,JFK,LAX,99,1,2,517.4
2.01311E+11,JFK,LAX,99,1,2,145.6
2.01311E+11,JFK,LAX,99,1,2,225.1
2.01311E+11,JFK,LAX,99,1,2,588.3
2.01311E+11,JFK,LAX,99,1,4,190
2.01311E+11,JFK,LAX,99,1,3,165
2.01311E+11,JFK,LAX,99,1,3,202.2
2.01311E+11,JFK,LAX,99,1,2,192.3
2.01311E+11,JFK,LAX,99,1,2,211.9
2.01311E+11,JFK,LAX,99,1,3,217.9
2.01311E+11,JFK,LAX,99,1,3,316.4
2.01311E+11,JFK,LAX,99,1,2,1930
2.01312E+11,JFK,LAX,99,1,2,672
2.01312E+11,JFK,LAX,99,1,4,604
2.01312E+11,JFK,LAX,99,1,4,505
2.01312E+11,JFK,LAX,99,1,3,251
2.01312E+11,JFK,LAX,99,1,2,183.5
2.01312E+11,JFK,LAX,99,1,3,173.1
2.01312E+11,JFK,LAX,99,1,3,142.6
2.01313E+11,JFK,LAX,99,1,3,184.2
2.01313E+11,JFK,LAX,99,1,2,251.3
2.01313E+11,JFK,LAX,99,1,2,263.5
2.01313E+11,JFK,LAX,99,1,2,257.5
2.01313E+11,JFK,LAX,99,1,2,182.2
2.01313E+11,JFK,LAX,99,1,2,292.9
2.01313E+11,JFK,LAX,99,1,2,272.7
2.01313E+11,JFK,LAX,99,1,2,336.5
2.01313E+11,JFK,LAX,99,1,3,274.1
2.01313E+11,JFK,LAX,99,1,4,271.3
2.01313E+11,JFK,LAX,99,1,4,356.4
2.01313E+11,JFK,LAX,99,1,3,189.9
2.01313E+11,JFK,LAX,99,1,3,528.3
2.01313E+11,JFK,LAX,99,1,3,273.7
2.01313E+11,JFK,LAX,99,1,3,191.4
2.01313E+11,JFK,LAX,99,1,3,217.2
2.01313E+11,JFK,LAX,99,1,3,400.5
2.01313E+11,JFK,LAX,99,1,2,148.9
2.01313E+11,JFK,LAX,99,1,2,157.8
2.01313E+11,JFK,LAX,99,1,2,165.3
2.01313E+11,JFK,LAX,99,1,2,170.3
2.01313E+11,JFK,LAX,99,1,2,175.3
2.01313E+11,JFK,LAX,99,2,2,200.1
2.01313E+11,JFK,LAX,99,1,2,203.1
2.01313E+11,JFK,LAX,99,1,2,203.6
2.01313E+11,JFK,LAX,99,1,2,207.6
2.01313E+11,JFK,LAX,99,2,2,208.1
2.01313E+11,JFK,LAX,99,1,2,208.6
2.01313E+11,JFK,LAX,99,1,2,210.1
2.01313E+11,JFK,LAX,99,2,2,217.6
2.01313E+11,JFK,LAX,99,1,2,249.4
2.01313E+11,JFK,LAX,99,1,2,255.9
2.01313E+11,JFK,LAX,99,1,2,263.9
2.01313E+11,JFK,LAX,99,1,2,272.3
2.01313E+11,JFK,LAX,99,1,2,279.3
2.01313E+11,JFK,LAX,99,1,2,282.3
2.01313E+11,JFK,LAX,99,1,2,283.3
2.01313E+11,JFK,LAX,99,1,2,284.8
2.01313E+11,JFK,LAX,99,1,2,289.3
2.01313E+11,JFK,LAX,99,1,2,299.7
2.01313E+11,JFK,LAX,99,1,2,305.7
2.01313E+11,JFK,LAX,99,1,2,322.1
2.01313E+11,JFK,LAX,99,1,2,327.1
2.01313E+11,JFK,LAX,99,1,2,396.8
2.01313E+11,JFK,LAX,99,1,2,413.7
2.01313E+11,JFK,LAX,99,1,2,425.7
2.01313E+11,JFK,LAX,99,1,2,427.2
2.01313E+11,JFK,LAX,99,1,2,447.6
2.01313E+11,JFK,LAX,99,1,2,527.7
2.01313E+11,JFK,LAX,99,1,2,655.2
2.01313E+11,JFK,LAX,99,1,2,668.1
2.01313E+11,JFK,LAX,99,1,2,1796.8
2.01313E+11,JFK,LAX,99,1,2,133.1
2.01313E+11,JFK,LAX,99,1,2,142.7
2.01313E+11,JFK,LAX,99,1,2,149.9
2.01313E+11,JFK,LAX,99,2,2,150.8
2.01313E+11,JFK,LAX,99,1,2,159
2.01313E+11,JFK,LAX,99,3,2,159.5
2.01313E+11,JFK,LAX,99,1,2,166.2
2.01313E+11,JFK,LAX,99,1,2,168.6
2.01313E+11,JFK,LAX,99,1,2,169.1
2.01313E+11,JFK,LAX,99,1,2,176.3
2.01313E+11,JFK,LAX,99,1,2,177.3
2.01313E+11,JFK,LAX,99,1,2,182.1
2.01313E+11,JFK,LAX,99,1,2,194.1
2.01313E+11,JFK,LAX,99,1,2,202.7
2.01313E+11,JFK,LAX,99,1,2,209.9
2.01313E+11,JFK,LAX,99,1,2,217.1
2.01313E+11,JFK,LAX,99,1,2,261.8
2.01313E+11,JFK,LAX,99,1,2,310.8
2.01313E+11,JFK,LAX,99,1,2,354
2.01313E+11,JFK,LAX,99,1,2,517.4
2.01313E+11,JFK,LAX,99,1,2,37.6
2.01313E+11,JFK,LAX,99,1,3,170.9
2.01313E+11,JFK,LAX,99,1,3,196.6
2.01313E+11,JFK,LAX,99,1,3,151.4
2.01313E+11,JFK,LAX,99,1,3,216.2
2.01313E+11,JFK,LAX,99,1,3,247
2.01313E+11,JFK,LAX,99,1,2,92.4
2.01313E+11,JFK,LAX,99,1,3,196.9
2.01313E+11,JFK,LAX,99,1,2,273
2.01313E+11,JFK,LAX,99,1,2,260.6
2.01313E+11,JFK,LAX,99,1,2,612.9
2.01313E+11,JFK,LAX,99,1,3,623.4
2.01313E+11,JFK,LAX,99,1,2,188.4
2.01313E+11,JFK,LAX,99,1,2,166.7
2.01313E+11,JFK,LAX,99,1,3,168.7
2.01313E+11,JFK,LAX,99,1,3,375.4
2.01313E+11,JFK,LAX,99,1,5,381
2.01313E+11,JFK,LAX,99,1,3,365.7
2.01313E+11,JFK,LAX,99,1,3,216.3
2.01313E+11,JFK,LAX,99,1,3,288.7
2.01313E+11,JFK,LAX,99,1,3,360.2
2.01313E+11,JFK,LAX,99,1,3,186.5
2.01313E+11,JFK,LAX,99,1,3,190.8
2.01313E+11,JFK,LAX,99,1,3,182.5
2.01313E+11,JFK,LAX,99,1,3,288.9
2.01313E+11,JFK,LAX,99,1,4,406.6
2.01313E+11,JFK,LAX,99,1,3,255.2
2.01313E+11,JFK,LAX,99,1,3,314.6
2.01313E+11,JFK,LAX,99,1,3,367.2
2.01313E+11,JFK,LAX,99,1,2,154.9
2.01313E+11,JFK,LAX,99,1,2,165.6
2.01313E+11,JFK,LAX,99,1,2,167.9
2.01313E+11,JFK,LAX,99,1,2,217.1
2.01313E+11,JFK,LAX,99,1,2,228
2.01313E+11,JFK,LAX,99,1,2,342.3
2.01313E+11,JFK,LAX,99,1,2,453.3
2.01313E+11,JFK,LAX,99,1,2,163.9
2.01313E+11,JFK,LAX,99,1,3,375.7
2.01313E+11,JFK,LAX,99,1,3,138.1
2.01313E+11,JFK,LAX,99,1,3,227.8
2.01313E+11,JFK,LAX,99,1,3,163.3
2.01313E+11,JFK,LAX,99,1,3,154.7
2.01313E+11,JFK,LAX,99,1,3,270.8
2.01313E+11,JFK,LAX,99,1,3,298.8
2.01313E+11,JFK,LAX,99,1,3,162.7
2.01313E+11,JFK,LAX,99,1,3,219.2
2.01313E+11,JFK,LAX,99,1,3,214.7
2.01313E+11,JFK,LAX,99,1,2,663
2.01313E+11,JFK,LAX,99,2,2,191
2.01313E+11,JFK,LAX,99,1,3,230.7
2.01313E+11,JFK,LAX,99,1,3,263.9
2.01313E+11,JFK,LAX,99,1,3,169.8
2.01313E+11,JFK,LAX,99,1,3,177.1
2.01313E+11,JFK,LAX,99,1,3,194.5
2.01313E+11,JFK,LAX,99,1,3,221.1
2.01313E+11,JFK,LAX,99,1,3,258.3
2.01313E+11,JFK,LAX,99,1,3,297.5
2.01313E+11,JFK,LAX,99,1,3,299
2.01313E+11,JFK,LAX,99,1,3,173.6
2.01313E+11,JFK,LAX,99,1,3,178.1
2.01313E+11,JFK,LAX,99,1,3,228.9
2.01313E+11,JFK,LAX,99,1,3,267.7
2.01313E+11,JFK,LAX,99,1,2,124.7
2.01313E+11,JFK,LAX,99,1,2,132.8
2.01313E+11,JFK,LAX,99,1,2,150.4
2.01313E+11,JFK,LAX,99,1,2,151.8
2.01313E+11,JFK,LAX,99,1,2,158.5
2.01313E+11,JFK,LAX,99,1,2,162.8
2.01313E+11,JFK,LAX,99,1,2,180.9
2.01313E+11,JFK,LAX,99,1,2,195.6
2.01313E+11,JFK,LAX,99,1,2,207.5
2.01313E+11,JFK,LAX,99,1,2,222.3
2.01313E+11,JFK,LAX,99,1,2,292.2
2.01313E+11,JFK,LAX,99,1,2,340.8
2.01313E+11,JFK,LAX,99,1,2,405.1
2.01313E+11,JFK,LAX,99,1,2,490.7
2.01313E+11,JFK,LAX,99,1,2,160.7
2.01313E+11,JFK,LAX,99,1,2,165.1
2.01313E+11,JFK,LAX,99,1,2,278.3
2.01313E+11,JFK,LAX,99,1,2,162.7
2.01313E+11,JFK,LAX,99,1,4,338
2.01313E+11,JFK,LAX,99,2,2,158.3
2.01313E+11,JFK,LAX,99,1,2,163.3
2.01313E+11,JFK,LAX,99,1,2,175.3
2.01313E+11,JFK,LAX,99,1,2,214.1
2.01313E+11,JFK,LAX,99,1,2,159.5
2.01313E+11,JFK,LAX,99,1,2,522.2
